Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2019,F,85+,Hispanic,All Other Causes,959
2019,F,85+,Hispanic,Total,2491
2019,F,85+,Not Stated,Diabetes Mellitus,1
2019,F,85+,Not Stated,Accidents,7
2019,F,85+,Not Stated,CLRD,8
2019,F,85+,Not Stated,Cerebrovascular Disease,18
2019,F,85+,Not Stated,Pneumonia,20
2019,F,85+,Not Stated,Malignant Neoplasms,36
2019,F,85+,Not Stated,All Other Causes,138
2019,F,85+,Not Stated,Diseases of the Heart,167
2019,F,85+,Not Stated,Total,395
2019,F,85+,Other Non Hispanic,Diabetes Mellitus,11
2019,F,85+,Other Non Hispanic,Accidents,16
2019,F,85+,Other Non Hispanic,CLRD,24
2019,F,85+,Other Non Hispanic,Pneumonia,35
2019,F,85+,Other Non Hispanic,Cerebrovascular Disease,67
2019,F,85+,Other Non Hispanic,Malignant Neoplasms,135
2019,F,85+,Other Non Hispanic,All Other Causes,388
2019,F,85+,Other Non Hispanic,Diseases of the Heart,417
2019,F,85+,Other Non Hispanic,Total,1093
2019,F,85+,White Non Hispanic,Diabetes Mellitus,146
2019,F,85+,White Non Hispanic,Accidents,541
2019,F,85+,White Non Hispanic,Pneumonia,775
2019,F,85+,White Non Hispanic,CLRD,1214
2019,F,85+,White Non Hispanic,Cerebrovascular Disease,1421
2019,F,85+,White Non Hispanic,Malignant Neoplasms,2867
2019,F,85+,White Non Hispanic,Diseases of the Heart,9328
2019,F,85+,White Non Hispanic,All Other Causes,11163
2019,F,85+,White Non Hispanic,Total,27455
2019,F,<1,Black Non Hispanic,Cerebrovascular Disease,1
2019,F,<1,Black Non Hispanic,Diseases of the Heart,2
2019,F,<1,Black Non Hispanic,Accidents,11
2019,F,<1,Black Non Hispanic,All Other Causes,111
2019,F,<1,Black Non Hispanic,Total,125
2019,F,<1,Hispanic,Accidents,1
2019,F,<1,Hispanic,Pneumonia,1
2019,F,<1,Hispanic,Diseases of the Heart,3
2019,F,<1,Hispanic,All Other Causes,72
2019,F,<1,Hispanic,Total,77
2019,F,<1,Not Stated,Diseases of the Heart,1
2019,F,<1,Not Stated,All Other Causes,27
2019,F,<1,Not Stated,Total,28
2019,F,<1,Other Non Hispanic,Accidents,1
2019,F,<1,Other Non Hispanic,Diseases of the Heart,1
2019,F,<1,Other Non Hispanic,All Other Causes,11
2019,F,<1,Other Non Hispanic,Total,13
2019,F,<1,White Non Hispanic,Malignant Neoplasms,1
2019,F,<1,White Non Hispanic,Diseases of the Heart,4
2019,F,<1,White Non Hispanic,Accidents,5
2019,F,<1,White Non Hispanic,All Other Causes,145
2019,F,<1,White Non Hispanic,Total,155
2019,F,Unknown,Not Stated,All Other Causes,1
2019,F,Unknown,Not Stated,Total,1
2019,F,Unknown,Other Non Hispanic,Diseases of the Heart,1
2019,F,Unknown,Other Non Hispanic,Total,1
2019,M,1-9,Black Non Hispanic,Pneumonia,1
2019,M,1-9,Black Non Hispanic,Cerebrovascular Disease,2
2019,M,1-9,Black Non Hispanic,Diseases of the Heart,3
2019,M,1-9,Black Non Hispanic,Malignant Neoplasms,3
2019,M,1-9,Black Non Hispanic,CLRD,5
2019,M,1-9,Black Non Hispanic,Accidents,16
2019,M,1-9,Black Non Hispanic,All Other Causes,24
2019,M,1-9,Black Non Hispanic,Total,54
2019,M,1-9,Hispanic,Accidents,4
2019,M,1-9,Hispanic,Malignant Neoplasms,6
2019,M,1-9,Hispanic,All Other Causes,15
2019,M,1-9,Hispanic,Total,25
2019,M,1-9,Not Stated,Accidents,1
2019,M,1-9,Not Stated,Malignant Neoplasms,3
2019,M,1-9,Not Stated,All Other Causes,4
2019,M,1-9,Not Stated,Total,8
2019,M,1-9,Other Non Hispanic,Cerebrovascular Disease,1
2019,M,1-9,Other Non Hispanic,Diseases of the Heart,1
2019,M,1-9,Other Non Hispanic,Accidents,2
2019,M,1-9,Other Non Hispanic,All Other Causes,5
2019,M,1-9,Other Non Hispanic,Total,9
2019,M,1-9,White Non Hispanic,CLRD,1
2019,M,1-9,White Non Hispanic,Pneumonia,1
2019,M,1-9,White Non Hispanic,Diseases of the Heart,2
2019,M,1-9,White Non Hispanic,Malignant Neoplasms,5
2019,M,1-9,White Non Hispanic,Accidents,18
2019,M,1-9,White Non Hispanic,All Other Causes,31
2019,M,1-9,White Non Hispanic,Total,58
2019,M,10-19,Black Non Hispanic,CLRD,1
2019,M,10-19,Black Non Hispanic,Cerebrovascular Disease,1
2019,M,10-19,Black Non Hispanic,Diseases of the Heart,5
2019,M,10-19,Black Non Hispanic,Malignant Neoplasms,7
2019,M,10-19,Black Non Hispanic,Accidents,14
2019,M,10-19,Black Non Hispanic,All Other Causes,45
2019,M,10-19,Black Non Hispanic,Total,73
2019,M,10-19,Hispanic,Cerebrovascular Disease,1
2019,M,10-19,Hispanic,Diabetes Mellitus,1
2019,M,10-19,Hispanic,Diseases of the Heart,1
2019,M,10-19,Hispanic,CLRD,2
2019,M,10-19,Hispanic,Pneumonia,2
2019,M,10-19,Hispanic,Malignant Neoplasms,13
2019,M,10-19,Hispanic,Accidents,19
2019,M,10-19,Hispanic,All Other Causes,27
2019,M,10-19,Hispanic,Total,66
2019,M,10-19,Not Stated,Malignant Neoplasms,2
2019,M,10-19,Not Stated,Accidents,5
2019,M,10-19,Not Stated,All Other Causes,8
2019,M,10-19,Not Stated,Total,15
2019,M,10-19,Other Non Hispanic,Pneumonia,1
2019,M,10-19,Other Non Hispanic,Accidents,2
2019,M,10-19,Other Non Hispanic,Malignant Neoplasms,5
2019,M,10-19,Other Non Hispanic,All Other Causes,11
2019,M,10-19,Other Non Hispanic,Total,19
2019,M,10-19,White Non Hispanic,CLRD,1
2019,M,10-19,White Non Hispanic,Cerebrovascular Disease,1
2019,M,10-19,White Non Hispanic,Pneumonia,2
2019,M,10-19,White Non Hispanic,Diseases of the Heart,5
2019,M,10-19,White Non Hispanic,Malignant Neoplasms,14
2019,M,10-19,White Non Hispanic,Accidents,37
2019,M,10-19,White Non Hispanic,All Other Causes,79
2019,M,10-19,White Non Hispanic,Total,139
2019,M,20-24,Black Non Hispanic,Cerebrovascular Disease,1
2019,M,20-24,Black Non Hispanic,Diabetes Mellitus,2
2019,M,20-24,Black Non Hispanic,AIDS,3
2019,M,20-24,Black Non Hispanic,CLRD,3
2019,M,20-24,Black Non Hispanic,Diseases of the Heart,4
2019,M,20-24,Black Non Hispanic,Malignant Neoplasms,9
2019,M,20-24,Black Non Hispanic,Accidents,22
2019,M,20-24,Black Non Hispanic,All Other Causes,88
2019,M,20-24,Black Non Hispanic,Total,132
2019,M,20-24,Hispanic,AIDS,1
2019,M,20-24,Hispanic,CLRD,2
2019,M,20-24,Hispanic,Cerebrovascular Disease,2
2019,M,20-24,Hispanic,Diseases of the Heart,2
2019,M,20-24,Hispanic,Pneumonia,2
2019,M,20-24,Hispanic,Malignant Neoplasms,5
2019,M,20-24,Hispanic,Accidents,39
2019,M,20-24,Hispanic,All Other Causes,57
2019,M,20-24,Hispanic,Total,110
2019,M,20-24,Not Stated,Malignant Neoplasms,1
2019,M,20-24,Not Stated,Cerebrovascular Disease,2
2019,M,20-24,Not Stated,All Other Causes,7
2019,M,20-24,Not Stated,Accidents,9
2019,M,20-24,Not Stated,Total,19
2019,M,20-24,Other Non Hispanic,Diseases of the Heart,1
2019,M,20-24,Other Non Hispanic,Malignant Neoplasms,1
2019,M,20-24,Other Non Hispanic,Accidents,11
2019,M,20-24,Other Non Hispanic,All Other Causes,18
2019,M,20-24,Other Non Hispanic,Total,31
2019,M,20-24,White Non Hispanic,CLRD,1
2019,M,20-24,White Non Hispanic,Diabetes Mellitus,1
2019,M,20-24,White Non Hispanic,Cerebrovascular Disease,3
2019,M,20-24,White Non Hispanic,Diseases of the Heart,7
2019,M,20-24,White Non Hispanic,Malignant Neoplasms,18
2019,M,20-24,White Non Hispanic,Accidents,136
2019,M,20-24,White Non Hispanic,All Other Causes,142
2019,M,20-24,White Non Hispanic,Total,308
2019,M,25-34,Black Non Hispanic,Cerebrovascular Disease,3
2019,M,25-34,Black Non Hispanic,Diabetes Mellitus,3
2019,M,25-34,Black Non Hispanic,Pneumonia,3
2019,M,25-34,Black Non Hispanic,CLRD,8
2019,M,25-34,Black Non Hispanic,AIDS,12
2019,M,25-34,Black Non Hispanic,Malignant Neoplasms,16
2019,M,25-34,Black Non Hispanic,Diseases of the Heart,30
2019,M,25-34,Black Non Hispanic,Accidents,83
2019,M,25-34,Black Non Hispanic,All Other Causes,230
2019,M,25-34,Black Non Hispanic,Total,388
2019,M,25-34,Hispanic,Diabetes Mellitus,1
2019,M,25-34,Hispanic,Pneumonia,3
2019,M,25-34,Hispanic,CLRD,4
2019,M,25-34,Hispanic,Cerebrovascular Disease,6
2019,M,25-34,Hispanic,AIDS,10
2019,M,25-34,Hispanic,Diseases of the Heart,24
2019,M,25-34,Hispanic,Malignant Neoplasms,27
2019,M,25-34,Hispanic,All Other Causes,154
2019,M,25-34,Hispanic,Accidents,182
2019,M,25-34,Hispanic,Total,411
2019,M,25-34,Not Stated,AIDS,1
2019,M,25-34,Not Stated,Diabetes Mellitus,1
2019,M,25-34,Not Stated,Diseases of the Heart,3
2019,M,25-34,Not Stated,Malignant Neoplasms,3
2019,M,25-34,Not Stated,Accidents,22
2019,M,25-34,Not Stated,All Other Causes,25
2019,M,25-34,Not Stated,Total,55
2019,M,25-34,Other Non Hispanic,Cerebrovascular Disease,1
2019,M,25-34,Other Non Hispanic,Pneumonia,1
2019,M,25-34,Other Non Hispanic,AIDS,2
2019,M,25-34,Other Non Hispanic,Diseases of the Heart,4
2019,M,25-34,Other Non Hispanic,Malignant Neoplasms,6
2019,M,25-34,Other Non Hispanic,Accidents,15
2019,M,25-34,Other Non Hispanic,All Other Causes,44
2019,M,25-34,Other Non Hispanic,Total,73
2019,M,25-34,White Non Hispanic,Diabetes Mellitus,1
2019,M,25-34,White Non Hispanic,AIDS,2
2019,M,25-34,White Non Hispanic,CLRD,4
2019,M,25-34,White Non Hispanic,Cerebrovascular Disease,4
2019,M,25-34,White Non Hispanic,Pneumonia,7
2019,M,25-34,White Non Hispanic,Diseases of the Heart,50
2019,M,25-34,White Non Hispanic,Malignant Neoplasms,51
2019,M,25-34,White Non Hispanic,All Other Causes,346
2019,M,25-34,White Non Hispanic,Accidents,532
2019,M,25-34,White Non Hispanic,Total,997
2019,M,35-44,Black Non Hispanic,Diabetes Mellitus,2
2019,M,35-44,Black Non Hispanic,Cerebrovascular Disease,6
2019,M,35-44,Black Non Hispanic,CLRD,9
2019,M,35-44,Black Non Hispanic,Pneumonia,9
2019,M,35-44,Black Non Hispanic,AIDS,11
2019,M,35-44,Black Non Hispanic,Malignant Neoplasms,56
2019,M,35-44,Black Non Hispanic,Accidents,93
2019,M,35-44,Black Non Hispanic,Diseases of the Heart,93
2019,M,35-44,Black Non Hispanic,All Other Causes,239
2019,M,35-44,Black Non Hispanic,Total,518
2019,M,35-44,Hispanic,Diabetes Mellitus,2
2019,M,35-44,Hispanic,CLRD,3
2019,M,35-44,Hispanic,Pneumonia,7
2019,M,35-44,Hispanic,AIDS,10
2019,M,35-44,Hispanic,Cerebrovascular Disease,15
2019,M,35-44,Hispanic,Malignant Neoplasms,51
2019,M,35-44,Hispanic,Diseases of the Heart,55
2019,M,35-44,Hispanic,Accidents,201
2019,M,35-44,Hispanic,All Other Causes,213
2019,M,35-44,Hispanic,Total,557
2019,M,35-44,Not Stated,AIDS,1
2019,M,35-44,Not Stated,Cerebrovascular Disease,1
2019,M,35-44,Not Stated,Diabetes Mellitus,1
2019,M,35-44,Not Stated,Pneumonia,2
2019,M,35-44,Not Stated,Accidents,12
2019,M,35-44,Not Stated,Diseases of the Heart,12
2019,M,35-44,Not Stated,Malignant Neoplasms,12
2019,M,35-44,Not Stated,All Other Causes,40
2019,M,35-44,Not Stated,Total,81
2019,M,35-44,Other Non Hispanic,Cerebrovascular Disease,3
2019,M,35-44,Other Non Hispanic,Pneumonia,3
2019,M,35-44,Other Non Hispanic,Diseases of the Heart,17
2019,M,35-44,Other Non Hispanic,Malignant Neoplasms,20
2019,M,35-44,Other Non Hispanic,Accidents,22
2019,M,35-44,Other Non Hispanic,All Other Causes,37
2019,M,35-44,Other Non Hispanic,Total,102
2019,M,35-44,White Non Hispanic,AIDS,2
2019,M,35-44,White Non Hispanic,CLRD,4
2019,M,35-44,White Non Hispanic,Diabetes Mellitus,8
2019,M,35-44,White Non Hispanic,Pneumonia,14
2019,M,35-44,White Non Hispanic,Cerebrovascular Disease,20
2019,M,35-44,White Non Hispanic,Malignant Neoplasms,130
2019,M,35-44,White Non Hispanic,Diseases of the Heart,150
2019,M,35-44,White Non Hispanic,Accidents,412
2019,M,35-44,White Non Hispanic,All Other Causes,486
2019,M,35-44,White Non Hispanic,Total,1226
2019,M,45-54,Black Non Hispanic,Diabetes Mellitus,15
2019,M,45-54,Black Non Hispanic,Pneumonia,15
2019,M,45-54,Black Non Hispanic,CLRD,16
2019,M,45-54,Black Non Hispanic,AIDS,26
2019,M,45-54,Black Non Hispanic,Cerebrovascular Disease,39
2019,M,45-54,Black Non Hispanic,Accidents,142
2019,M,45-54,Black Non Hispanic,Malignant Neoplasms,167
2019,M,45-54,Black Non Hispanic,Diseases of the Heart,281
2019,M,45-54,Black Non Hispanic,All Other Causes,301
2019,M,45-54,Black Non Hispanic,Total,1002
2019,M,45-54,Hispanic,Diabetes Mellitus,5
2019,M,45-54,Hispanic,CLRD,10
2019,M,45-54,Hispanic,AIDS,11
2019,M,45-54,Hispanic,Pneumonia,14
2019,M,45-54,Hispanic,Cerebrovascular Disease,20
2019,M,45-54,Hispanic,Malignant Neoplasms,119
2019,M,45-54,Hispanic,Accidents,161
2019,M,45-54,Hispanic,Diseases of the Heart,166
2019,M,45-54,Hispanic,All Other Causes,306
2019,M,45-54,Hispanic,Total,812
2019,M,45-54,Not Stated,AIDS,1
2019,M,45-54,Not Stated,CLRD,1
2019,M,45-54,Not Stated,Diabetes Mellitus,1
2019,M,45-54,Not Stated,Pneumonia,5
2019,M,45-54,Not Stated,Cerebrovascular Disease,6
2019,M,45-54,Not Stated,Accidents,8
2019,M,45-54,Not Stated,Malignant Neoplasms,30
2019,M,45-54,Not Stated,Diseases of the Heart,48
2019,M,45-54,Not Stated,All Other Causes,68
2019,M,45-54,Not Stated,Total,168
2019,M,45-54,Other Non Hispanic,AIDS,1
2019,M,45-54,Other Non Hispanic,CLRD,1
2019,M,45-54,Other Non Hispanic,Diabetes Mellitus,1
2019,M,45-54,Other Non Hispanic,Pneumonia,1
2019,M,45-54,Other Non Hispanic,Cerebrovascular Disease,6
2019,M,45-54,Other Non Hispanic,Accidents,11
2019,M,45-54,Other Non Hispanic,Diseases of the Heart,40
2019,M,45-54,Other Non Hispanic,Malignant Neoplasms,52
2019,M,45-54,Other Non Hispanic,All Other Causes,65
2019,M,45-54,Other Non Hispanic,Total,178
2019,M,45-54,White Non Hispanic,AIDS,8
2019,M,45-54,White Non Hispanic,Diabetes Mellitus,22
2019,M,45-54,White Non Hispanic,Pneumonia,37
2019,M,45-54,White Non Hispanic,CLRD,46
2019,M,45-54,White Non Hispanic,Cerebrovascular Disease,53
2019,M,45-54,White Non Hispanic,Accidents,442
2019,M,45-54,White Non Hispanic,Malignant Neoplasms,569
2019,M,45-54,White Non Hispanic,Diseases of the Heart,580
2019,M,45-54,White Non Hispanic,All Other Causes,941
2019,M,45-54,White Non Hispanic,Total,2698
2019,M,55-64,Black Non Hispanic,Diabetes Mellitus,19
2019,M,55-64,Black Non Hispanic,Pneumonia,44
2019,M,55-64,Black Non Hispanic,AIDS,45
2019,M,55-64,Black Non Hispanic,CLRD,64
2019,M,55-64,Black Non Hispanic,Cerebrovascular Disease,75
2019,M,55-64,Black Non Hispanic,Accidents,191
2019,M,55-64,Black Non Hispanic,Malignant Neoplasms,522
2019,M,55-64,Black Non Hispanic,All Other Causes,579
2019,M,55-64,Black Non Hispanic,Diseases of the Heart,675
2019,M,55-64,Black Non Hispanic,Total,2214
2019,M,55-64,Hispanic,Diabetes Mellitus,9
2019,M,55-64,Hispanic,Pneumonia,24
2019,M,55-64,Hispanic,CLRD,27
2019,M,55-64,Hispanic,Cerebrovascular Disease,53
2019,M,55-64,Hispanic,Accidents,147
2019,M,55-64,Hispanic,Malignant Neoplasms,315
2019,M,55-64,Hispanic,Diseases of the Heart,358
2019,M,55-64,Hispanic,All Other Causes,413
2019,M,55-64,Hispanic,Total,1376
2019,M,55-64,Not Stated,AIDS,2
2019,M,55-64,Not Stated,Diabetes Mellitus,2
2019,M,55-64,Not Stated,CLRD,7
2019,M,55-64,Not Stated,Pneumonia,8
2019,M,55-64,Not Stated,Cerebrovascular Disease,14
2019,M,55-64,Not Stated,Accidents,15
2019,M,55-64,Not Stated,Malignant Neoplasms,88
2019,M,55-64,Not Stated,All Other Causes,110
2019,M,55-64,Not Stated,Diseases of the Heart,136
2019,M,55-64,Not Stated,Total,382
2019,M,55-64,Other Non Hispanic,AIDS,1
2019,M,55-64,Other Non Hispanic,Diabetes Mellitus,2
2019,M,55-64,Other Non Hispanic,CLRD,4
2019,M,55-64,Other Non Hispanic,Pneumonia,7
2019,M,55-64,Other Non Hispanic,Cerebrovascular Disease,17
2019,M,55-64,Other Non Hispanic,Accidents,22
2019,M,55-64,Other Non Hispanic,Diseases of the Heart,97
2019,M,55-64,Other Non Hispanic,All Other Causes,119
2019,M,55-64,Other Non Hispanic,Malignant Neoplasms,123
2019,M,55-64,Other Non Hispanic,Total,392
2019,M,55-64,White Non Hispanic,AIDS,21
2019,M,55-64,White Non Hispanic,Diabetes Mellitus,63
2019,M,55-64,White Non Hispanic,Pneumonia,119
2019,M,55-64,White Non Hispanic,Cerebrovascular Disease,174
2019,M,55-64,White Non Hispanic,CLRD,266
2019,M,55-64,White Non Hispanic,Accidents,435
2019,M,55-64,White Non Hispanic,Diseases of the Heart,1716
2019,M,55-64,White Non Hispanic,Malignant Neoplasms,2059
2019,M,55-64,White Non Hispanic,All Other Causes,2151
2019,M,55-64,White Non Hispanic,Total,7004
2019,M,65-74,Black Non Hispanic,Diabetes Mellitus,27
2019,M,65-74,Black Non Hispanic,AIDS,32
2019,M,65-74,Black Non Hispanic,Pneumonia,63
2019,M,65-74,Black Non Hispanic,CLRD,75
2019,M,65-74,Black Non Hispanic,Accidents,86
2019,M,65-74,Black Non Hispanic,Cerebrovascular Disease,90
2019,M,65-74,Black Non Hispanic,Malignant Neoplasms,590
2019,M,65-74,Black Non Hispanic,All Other Causes,615
2019,M,65-74,Black Non Hispanic,Diseases of the Heart,775
2019,M,65-74,Black Non Hispanic,Total,2353
2019,M,65-74,Hispanic,AIDS,12
2019,M,65-74,Hispanic,Diabetes Mellitus,22
2019,M,65-74,Hispanic,Pneumonia,38
2019,M,65-74,Hispanic,Accidents,46
2019,M,65-74,Hispanic,Cerebrovascular Disease,57
2019,M,65-74,Hispanic,CLRD,64
2019,M,65-74,Hispanic,Malignant Neoplasms,400
2019,M,65-74,Hispanic,Diseases of the Heart,429
2019,M,65-74,Hispanic,All Other Causes,449
2019,M,65-74,Hispanic,Total,1517
2019,M,65-74,Not Stated,AIDS,2
2019,M,65-74,Not Stated,Pneumonia,8
2019,M,65-74,Not Stated,Diabetes Mellitus,9
2019,M,65-74,Not Stated,Accidents,11
2019,M,65-74,Not Stated,CLRD,14
2019,M,65-74,Not Stated,Cerebrovascular Disease,25
2019,M,65-74,Not Stated,Malignant Neoplasms,98
2019,M,65-74,Not Stated,All Other Causes,128
2019,M,65-74,Not Stated,Diseases of the Heart,152
2019,M,65-74,Not Stated,Total,447
2019,M,65-74,Other Non Hispanic,Diabetes Mellitus,1
2019,M,65-74,Other Non Hispanic,Pneumonia,17
2019,M,65-74,Other Non Hispanic,Accidents,18
2019,M,65-74,Other Non Hispanic,CLRD,18
2019,M,65-74,Other Non Hispanic,Cerebrovascular Disease,35
2019,M,65-74,Other Non Hispanic,All Other Causes,152
2019,M,65-74,Other Non Hispanic,Diseases of the Heart,172
2019,M,65-74,Other Non Hispanic,Malignant Neoplasms,241
2019,M,65-74,Other Non Hispanic,Total,654
2019,M,65-74,White Non Hispanic,AIDS,13
2019,M,65-74,White Non Hispanic,Diabetes Mellitus,108
2019,M,65-74,White Non Hispanic,Pneumonia,209
2019,M,65-74,White Non Hispanic,Cerebrovascular Disease,319
2019,M,65-74,White Non Hispanic,Accidents,321
2019,M,65-74,White Non Hispanic,CLRD,624
2019,M,65-74,White Non Hispanic,Diseases of the Heart,3114
2019,M,65-74,White Non Hispanic,All Other Causes,3145
2019,M,65-74,White Non Hispanic,Malignant Neoplasms,3455
2019,M,65-74,White Non Hispanic,Total,11308
2019,M,75-84,Black Non Hispanic,AIDS,10
2019,M,75-84,Black Non Hispanic,Diabetes Mellitus,20
2019,M,75-84,Black Non Hispanic,Accidents,33
2019,M,75-84,Black Non Hispanic,Pneumonia,61
2019,M,75-84,Black Non Hispanic,CLRD,67
2019,M,75-84,Black Non Hispanic,Cerebrovascular Disease,95
2019,M,75-84,Black Non Hispanic,Malignant Neoplasms,487
2019,M,75-84,Black Non Hispanic,All Other Causes,610
2019,M,75-84,Black Non Hispanic,Diseases of the Heart,767
2019,M,75-84,Black Non Hispanic,Total,2150
2019,M,75-84,Hispanic,AIDS,5
2019,M,75-84,Hispanic,Diabetes Mellitus,10
2019,M,75-84,Hispanic,Accidents,36
2019,M,75-84,Hispanic,CLRD,54
2019,M,75-84,Hispanic,Cerebrovascular Disease,68
2019,M,75-84,Hispanic,Pneumonia,69
2019,M,75-84,Hispanic,Malignant Neoplasms,392
2019,M,75-84,Hispanic,All Other Causes,493
2019,M,75-84,Hispanic,Diseases of the Heart,537
2019,M,75-84,Hispanic,Total,1664
2019,M,75-84,Not Stated,Diabetes Mellitus,1
2019,M,75-84,Not Stated,Accidents,10
2019,M,75-84,Not Stated,Cerebrovascular Disease,11
2019,M,75-84,Not Stated,Pneumonia,13
2019,M,75-84,Not Stated,CLRD,15
2019,M,75-84,Not Stated,Malignant Neoplasms,77
2019,M,75-84,Not Stated,Diseases of the Heart,127
2019,M,75-84,Not Stated,All Other Causes,143
2019,M,75-84,Not Stated,Total,397
2019,M,75-84,Other Non Hispanic,Diabetes Mellitus,8
2019,M,75-84,Other Non Hispanic,Accidents,20
2019,M,75-84,Other Non Hispanic,Cerebrovascular Disease,34
2019,M,75-84,Other Non Hispanic,Pneumonia,36
2019,M,75-84,Other Non Hispanic,CLRD,37
2019,M,75-84,Other Non Hispanic,Malignant Neoplasms,193
2019,M,75-84,Other Non Hispanic,All Other Causes,214
2019,M,75-84,Other Non Hispanic,Diseases of the Heart,247
2019,M,75-84,Other Non Hispanic,Total,789
2019,M,75-84,White Non Hispanic,AIDS,5
2019,M,75-84,White Non Hispanic,Diabetes Mellitus,103
2019,M,75-84,White Non Hispanic,Accidents,325
2019,M,75-84,White Non Hispanic,Pneumonia,394
2019,M,75-84,White Non Hispanic,Cerebrovascular Disease,525
2019,M,75-84,White Non Hispanic,CLRD,804
2019,M,75-84,White Non Hispanic,Malignant Neoplasms,3385
2019,M,75-84,White Non Hispanic,Diseases of the Heart,3760
2019,M,75-84,White Non Hispanic,All Other Causes,4296
2019,M,75-84,White Non Hispanic,Total,13597
2019,M,85+,Black Non Hispanic,Accidents,9
2019,M,85+,Black Non Hispanic,Diabetes Mellitus,12
2019,M,85+,Black Non Hispanic,Cerebrovascular Disease,41
2019,M,85+,Black Non Hispanic,Pneumonia,49
2019,M,85+,Black Non Hispanic,CLRD,54
2019,M,85+,Black Non Hispanic,Malignant Neoplasms,232
2019,M,85+,Black Non Hispanic,All Other Causes,484
2019,M,85+,Black Non Hispanic,Diseases of the Heart,543
2019,M,85+,Black Non Hispanic,Total,1424
2019,M,85+,Hispanic,AIDS,2
2019,M,85+,Hispanic,Diabetes Mellitus,3
2019,M,85+,Hispanic,Accidents,18
2019,M,85+,Hispanic,Pneumonia,40
2019,M,85+,Hispanic,CLRD,50
2019,M,85+,Hispanic,Cerebrovascular Disease,53
2019,M,85+,Hispanic,Malignant Neoplasms,193
2019,M,85+,Hispanic,Diseases of the Heart,471
2019,M,85+,Hispanic,All Other Causes,486
2019,M,85+,Hispanic,Total,1316
2019,M,85+,Not Stated,Diabetes Mellitus,5
2019,M,85+,Not Stated,Accidents,6
2019,M,85+,Not Stated,CLRD,11
2019,M,85+,Not Stated,Pneumonia,13
2019,M,85+,Not Stated,Cerebrovascular Disease,17
2019,M,85+,Not Stated,Malignant Neoplasms,28
2019,M,85+,Not Stated,All Other Causes,80
2019,M,85+,Not Stated,Diseases of the Heart,107
2019,M,85+,Not Stated,Total,267
2019,M,85+,Other Non Hispanic,Diabetes Mellitus,4
2019,M,85+,Other Non Hispanic,Accidents,9
2019,M,85+,Other Non Hispanic,CLRD,35
2019,M,85+,Other Non Hispanic,Cerebrovascular Disease,37
2019,M,85+,Other Non Hispanic,Pneumonia,45
2019,M,85+,Other Non Hispanic,Malignant Neoplasms,126
2019,M,85+,Other Non Hispanic,All Other Causes,259
2019,M,85+,Other Non Hispanic,Diseases of the Heart,282
